"","Location","Store_Type","Product_Variety","Traffic","Store_Size","Staff_Efficiency","Store_Age","Competitor_Distance","Monthly_Promotions","Economic_Indicator","Marketing_Expense","Monthly_Sales"
"1013","Los Angeles","Electronics",336,2265,281,52.3,22,9,5,104.2,21000,276230
"1014","Sacramento","Clothing",631,1453,52,54.8,4,13,4,121.2,16000,231960
"1015","Los Angeles","Grocery",550,2363,119,83.5,12,6,4,113.1,20000,233680
"1016","Los Angeles","Electronics",692,2220,346,51.1,27,12,5,97.9,17000,372430
"1017","Sacramento","Clothing",355,1189,407,71.1,29,10,4,116.9,10000,327190
"1018","Los Angeles","Electronics",691,1885,488,54.8,21,12,6,114.9,37000,400660
"1019","San Francisco","Grocery",577,1667,478,87.8,28,10,6,80.3,23000,365860
"1020","Sacramento","Grocery",388,1828,278,91.8,2,11,4,97.6,13000,240240
"1021","Sacramento","Grocery",407,2226,97,60.9,22,2,6,86.5,29000,228320
"1022","Palo Alto","Electronics",412,2229,123,86.7,29,14,5,80.1,22000,240110
"1023","Los Angeles","Grocery",484,1749,365,54.4,27,11,7,113.2,44000,342590
"1024","Palo Alto","Clothing",561,1586,66,70,14,19,5,124.8,32000,223880
"1025","Sacramento","Clothing",488,1925,95,78.4,21,15,5,69.7,27000,236540
"1026","San Francisco","Clothing",591,1605,223,89.8,24,10,7,96.2,38000,321650
"1027","San Francisco","Electronics",676,1225,388,61.8,21,11,7,99.5,42000,355020
"1028","Palo Alto","Electronics",350,1758,321,64.3,12,12,6,100.8,38000,261740
"1029","Los Angeles","Clothing",342,1186,437,87.2,29,15,5,63.4,19000,341970
"1030","Sacramento","Grocery",426,2368,473,86.9,14,10,6,107.9,27000,307930
"1031","Los Angeles","Grocery",476,2475,111,63.2,9,14,4,84.9,14000,222540
"1032","Los Angeles","Electronics",622,1925,274,52.7,4,15,5,79.2,17000,290430
"1033","Sacramento","Clothing",519,1372,148,69.8,9,12,5,118.5,22000,280160
"1034","Los Angeles","Grocery",878,1958,129,66.5,9,13,7,100.9,40000,401920
"1035","San Francisco","Electronics",574,1516,262,72,10,6,7,90.2,47000,314750
"1036","Sacramento","Grocery",324,1450,205,93.4,10,14,4,78.3,12000,186260
"1037","Sacramento","Grocery",263,1739,167,80,24,13,7,92.1,49000,192790
"1038","Palo Alto","Grocery",452,2312,215,53.5,17,16,5,111.5,25000,221430
"1039","Los Angeles","Clothing",481,1617,149,83.6,9,8,6,128.9,23000,302820
"1040","Palo Alto","Clothing",519,2974,445,71.6,21,8,6,103.4,32000,338700
"1041","Sacramento","Electronics",564,2181,494,72.7,15,9,4,88.9,10000,392120
"1042","Palo Alto","Clothing",658,1469,157,68,1,10,7,102.1,35000,299590
"1043","Palo Alto","Grocery",697,2511,465,57.4,22,7,4,82.3,15000,434520
"1044","Los Angeles","Grocery",291,2857,90,77.4,7,19,5,104.9,31000,197820
"1045","Sacramento","Electronics",778,2063,349,72.7,19,12,6,103.5,33000,410540
"1046","San Francisco","Grocery",399,2513,164,60.7,4,11,7,74.2,39000,236640
"1047","Sacramento","Clothing",411,2359,395,54.5,23,12,7,129.6,47000,290200
"1048","San Francisco","Clothing",511,1633,250,61.4,13,9,6,95.3,25000,324780
"1049","San Francisco","Grocery",366,2341,268,50.9,13,12,3,106.3,6000,206590
"1050","San Francisco","Grocery",510,2946,392,65,7,9,7,111.2,45000,306250
"1051","Los Angeles","Grocery",510,1362,96,63.2,25,13,6,78.4,35000,248020
"1052","Palo Alto","Electronics",660,2726,182,57,19,8,5,95,20000,343810
"1053","San Francisco","Grocery",575,2816,287,61,28,13,7,78,33000,285360
"1054","Sacramento","Grocery",427,2443,356,72.3,8,7,7,82.4,38000,297080
"1055","San Francisco","Grocery",416,1496,433,74.8,24,3,4,112.2,10000,370730
"1056","Los Angeles","Electronics",416,2362,421,80.3,30,11,7,117.9,40000,275410
"1057","San Francisco","Clothing",421,1721,163,53.8,19,9,7,60,39000,212990
"1058","Los Angeles","Electronics",623,1618,298,86.8,21,12,8,118.9,47000,372070
"1059","Los Angeles","Clothing",598,2388,299,93.7,7,15,7,123,47000,368500
"1060","Sacramento","Electronics",637,2334,66,86.1,17,9,6,121.4,39000,295640
"1061","Palo Alto","Electronics",149,2373,347,74.1,15,9,5,98.4,25000,176400
"1062","San Francisco","Clothing",743,1339,247,91,13,14,6,105.3,33000,395600
"1063","Sacramento","Electronics",670,2553,171,57.2,26,10,4,75.1,16000,293140
"1064","Sacramento","Electronics",200,1561,169,81.6,11,12,5,121.8,15000,198740
"1065","San Francisco","Grocery",825,1463,208,63.8,27,9,5,111.7,24000,384440
"1066","Sacramento","Clothing",387,1608,476,50.4,16,11,6,95,39000,313950
"1067","Palo Alto","Electronics",327,1585,323,66,28,12,7,84.3,50000,253250
"1068","San Francisco","Clothing",443,2601,101,77.2,17,12,4,120.9,11000,245920
"1069","San Francisco","Grocery",497,1791,228,73.9,12,10,4,86.9,6000,275660
"1070","Sacramento","Grocery",540,1979,111,82.3,24,12,5,104.7,24000,256610
"1071","San Francisco","Clothing",492,2240,331,57.3,5,8,5,111.1,17000,276550
"1072","Los Angeles","Electronics",367,1735,218,75.8,20,11,6,101,38000,285330
"1073","San Francisco","Clothing",307,2231,104,66.7,3,4,4,82.5,13000,219120
"1074","Los Angeles","Grocery",497,1960,382,72.1,30,15,7,99.7,41000,378980
"1075","Los Angeles","Electronics",438,2596,75,51.4,10,12,5,65.2,17000,260840
"1076","Sacramento","Electronics",587,1710,315,81.6,6,9,6,102.5,37000,314370
"1077","San Francisco","Electronics",463,2110,409,66.7,7,9,6,99.3,36000,328390
"1078","Palo Alto","Clothing",493,2123,59,89.5,11,10,6,118.2,38000,273280
"1079","San Francisco","Grocery",423,1624,126,73.2,20,12,7,111.3,42000,213830
"1080","Palo Alto","Clothing",606,3038,146,90.2,20,7,6,88.5,24000,288560
"1081","Palo Alto","Grocery",546,2402,328,89.9,1,9,3,102.1,8000,310840
"1082","Palo Alto","Electronics",354,1730,166,69.2,6,13,3,108.3,6000,251790
"1083","Sacramento","Grocery",766,1455,156,57.2,13,10,7,127.4,38000,363750
"1084","Los Angeles","Grocery",498,1664,407,61.2,18,11,5,92.4,27000,322990
"1085","Palo Alto","Electronics",328,3092,347,55,16,10,7,126.6,35000,223780
"1086","San Francisco","Clothing",517,2078,252,56.1,15,16,7,127,36000,321460
"1087","Palo Alto","Electronics",428,2151,164,93.5,20,5,4,103.4,5000,220850
"1088","Sacramento","Clothing",715,1328,195,84.4,29,5,7,113.9,47000,357770
"1089","Los Angeles","Clothing",594,1774,223,92.8,7,2,7,118.7,41000,288480
"1090","Sacramento","Grocery",206,2958,194,70.6,29,10,8,109.7,46000,171000
"1091","Sacramento","Clothing",361,2454,359,87.7,25,11,3,114.2,5000,336530
"1092","San Francisco","Clothing",483,1269,291,90.2,16,12,7,116.3,46000,350960
"1093","Los Angeles","Electronics",233,1639,78,92.8,11,9,4,90.1,19000,181070
"1094","Sacramento","Clothing",541,2033,444,67.7,18,10,6,74,35000,321380
"1095","San Francisco","Clothing",684,2082,483,82.1,10,12,4,115,13000,393520
"1096","San Francisco","Grocery",396,1536,195,71.5,6,13,4,110.9,15000,222640
"1097","Palo Alto","Grocery",466,1893,399,63.9,2,7,6,106.6,28000,356900
"1098","Palo Alto","Electronics",658,2382,380,60.6,2,8,7,92.2,47000,328600
"1099","Sacramento","Clothing",518,1972,62,66.1,4,10,3,72.7,9000,255420
"1100","Los Angeles","Electronics",807,1933,456,87.5,3,9,5,115.7,18000,423800
"1101","Palo Alto","Electronics",707,2142,418,74.1,18,9,3,78.6,10000,418720
"1102","San Francisco","Electronics",391,1151,465,92.6,11,9,6,102.1,32000,280210
"1103","Palo Alto","Grocery",695,2866,70,57.4,11,6,4,106.1,21000,255540
"1104","Sacramento","Grocery",466,1716,244,65.7,14,12,7,94.9,38000,253270
"1105","Palo Alto","Clothing",322,1844,416,91.5,17,8,3,120.5,9000,319800
"1106","Sacramento","Clothing",585,1944,408,62.1,25,16,6,93.5,41000,343630
"1107","Sacramento","Clothing",446,2105,387,76.3,24,5,5,112.8,13000,359250
"1108","San Francisco","Grocery",735,1690,340,71.5,1,10,6,96.4,37000,423330
"1109","Los Angeles","Electronics",642,2543,148,66.8,13,8,7,95,39000,273510
"1110","Los Angeles","Electronics",420,826,207,59.2,14,14,6,105.1,30000,247790
"1111","Los Angeles","Grocery",591,2000,316,73.3,25,11,7,106.2,45000,344280
"1112","Los Angeles","Grocery",457,2053,50,55.5,7,12,5,84.8,31000,166140
"1113","Los Angeles","Electronics",246,1236,67,90,6,7,4,97.8,12000,138910
"1114","Los Angeles","Grocery",457,1711,192,59.1,1,13,3,101.9,6000,247610
"1115","San Francisco","Grocery",457,1889,346,57.3,19,9,6,115.7,41000,324380
"1116","Sacramento","Clothing",586,1643,432,51.1,13,12,6,84.2,27000,413950
"1117","Sacramento","Electronics",519,1678,86,55.1,22,8,6,115.5,39000,225700
"1118","Palo Alto","Electronics",358,1420,155,66.4,1,11,7,119,44000,207040
"1119","Los Angeles","Electronics",597,2622,355,93.6,26,13,4,99.1,9000,325160
"1120","San Francisco","Electronics",342,1285,221,74.4,24,6,7,106.3,47000,210750
"1121","Sacramento","Clothing",350,2126,413,92.9,12,13,8,111.6,45000,295370
"1122","Palo Alto","Clothing",559,2042,98,80.9,15,7,4,106.8,9000,283730
"1123","San Francisco","Grocery",372,2022,220,67.5,9,13,8,104.6,46000,289250
"1124","Los Angeles","Electronics",569,1217,317,80.2,11,13,7,107.9,46000,341610
"1125","Sacramento","Clothing",486,2011,268,92.9,17,7,5,83.8,23000,310400
"1126","San Francisco","Electronics",643,2017,470,57.7,13,10,7,117.7,35000,376190
"1127","Sacramento","Grocery",603,1718,393,68.9,27,7,5,91.7,18000,361740
"1128","Los Angeles","Electronics",671,2319,99,81.8,22,10,5,107.8,23000,311900
"1129","Los Angeles","Electronics",473,1401,260,88.7,16,9,6,98.6,24000,293320
"1130","Los Angeles","Grocery",566,1562,76,75.3,5,12,7,75,39000,246480
"1131","San Francisco","Clothing",526,1537,374,90.9,18,12,8,114.1,50000,327130
"1132","Sacramento","Grocery",624,2538,152,57.1,6,13,3,103.7,11000,303130
"1133","Los Angeles","Electronics",728,1755,279,53.9,2,10,3,116.9,6000,347800
"1134","Palo Alto","Electronics",251,1946,162,62.2,14,13,5,92.2,24000,172880
"1135","Los Angeles","Grocery",713,2204,382,82.2,25,9,4,98.1,17000,430440
"1136","San Francisco","Grocery",387,2259,392,80.4,17,7,5,81.8,31000,310700
"1137","Los Angeles","Grocery",336,1289,277,71.3,1,10,8,108.2,50000,246870
"1138","San Francisco","Clothing",511,2558,104,76.7,28,9,6,78.7,34000,267050
"1139","San Francisco","Clothing",453,1713,248,56.1,8,8,3,103.6,10000,284510
"1140","Palo Alto","Grocery",605,2234,488,86.2,4,14,6,84.5,30000,365270
"1141","Sacramento","Clothing",653,2077,460,91.6,27,10,6,85.2,36000,446510
"1142","Sacramento","Electronics",318,1902,354,73.8,17,9,4,95.4,23000,244820
"1143","Los Angeles","Clothing",727,1183,421,57.5,26,11,6,90.6,26000,429070
"1144","Sacramento","Grocery",458,2432,441,74.6,26,5,4,108.4,8000,368470
"1145","Sacramento","Clothing",399,2145,172,74.2,7,8,7,74.7,38000,255720
"1146","Sacramento","Grocery",624,1412,461,53.5,12,12,7,87.5,36000,357000
"1147","Palo Alto","Clothing",535,2893,451,86.5,19,9,5,98.4,22000,356450
"1148","San Francisco","Electronics",512,2193,129,65.8,16,7,4,118.6,19000,237630
"1149","San Francisco","Clothing",527,2872,398,80,6,10,6,105.4,35000,297400
"1150","Los Angeles","Grocery",839,2045,303,81,4,5,6,105.5,36000,432470
"1151","Sacramento","Clothing",606,2117,216,73.4,10,6,3,90.7,5000,277390
"1152","Los Angeles","Grocery",450,1236,246,64.3,19,7,8,100.1,47000,281000
"1153","San Francisco","Grocery",362,1737,275,72.7,26,6,6,102.7,41000,222040
"1154","Los Angeles","Electronics",488,2804,245,50.6,18,11,7,97,46000,332030
"1155","Los Angeles","Electronics",382,1610,81,92.3,23,6,6,96.7,42000,253040
"1156","Sacramento","Grocery",692,1156,342,70.1,5,13,7,101.5,46000,416530
"1157","San Francisco","Clothing",493,1595,129,72.7,1,10,5,122.5,19000,262100
"1158","Palo Alto","Grocery",256,2000,495,92.6,8,10,7,108.8,35000,309290
"1159","San Francisco","Grocery",612,3096,254,93.7,11,9,5,79.3,14000,358100
"1160","San Francisco","Electronics",329,2123,417,83.2,6,9,4,64,17000,297370
"1161","San Francisco","Clothing",681,1681,292,55.3,11,7,5,113.6,22000,312570
"1162","San Francisco","Grocery",434,2158,273,52,11,9,7,98.1,40000,279150
"1163","Los Angeles","Grocery",474,2634,284,77.8,4,7,4,91.1,10000,263600
"1164","Palo Alto","Grocery",663,2556,227,54.2,3,16,4,80.2,20000,329180
"1165","Palo Alto","Grocery",459,1947,311,65.4,26,9,8,88.7,49000,261980
"1166","Sacramento","Grocery",320,1956,237,59.3,11,5,6,112.5,33000,274970
"1167","Sacramento","Electronics",441,2746,122,82.3,1,7,5,93.6,21000,193860
"1168","Palo Alto","Electronics",658,1677,295,90.6,4,12,6,74.7,38000,325080
"1169","San Francisco","Grocery",523,1810,467,71.4,6,9,4,103.5,9000,383050
"1170","Los Angeles","Grocery",349,1911,459,87,14,5,7,65.9,41000,287230
"1171","Palo Alto","Grocery",628,2072,438,56.2,13,7,4,99.3,13000,416750
"1172","Sacramento","Electronics",456,1649,391,51.4,21,10,6,79.4,37000,342610
"1173","San Francisco","Clothing",409,2488,200,91.7,3,8,6,75,39000,291540
"1174","Palo Alto","Grocery",436,1885,380,63.8,12,9,5,88.3,23000,345130
"1175","San Francisco","Clothing",446,1773,160,57.6,1,10,5,84.5,30000,262980
"1176","San Francisco","Clothing",543,2408,466,64.5,21,6,4,102,8000,358420
"1177","San Francisco","Clothing",569,2608,362,74.3,13,5,6,122.4,42000,359830
"1178","San Francisco","Clothing",186,1378,487,88.5,7,12,6,74,36000,301640
"1179","Los Angeles","Clothing",187,1642,190,86.6,25,8,6,94,26000,143470
"1180","Palo Alto","Electronics",441,1233,276,80.5,19,11,4,105.3,11000,270630
"1181","Palo Alto","Grocery",364,1313,381,84.5,28,7,6,93.8,24000,287940
"1182","Sacramento","Grocery",461,1839,121,75.4,16,14,5,91.9,21000,222510
"1183","Palo Alto","Clothing",366,2556,406,73.5,16,15,4,84.7,9000,258650
"1184","Sacramento","Clothing",534,1179,272,54.3,14,7,7,93.9,47000,271300
"1185","Palo Alto","Grocery",539,2093,465,72.8,2,14,7,98.4,45000,328680
"1186","Sacramento","Grocery",575,2749,271,85.5,13,11,7,90.3,46000,334110
"1187","Sacramento","Electronics",554,1990,271,92.4,28,14,7,92.1,46000,358030
"1188","San Francisco","Clothing",325,1078,368,60.1,30,14,8,95.4,46000,271320
"1189","Palo Alto","Grocery",698,1978,319,72.8,7,8,5,113.7,23000,376950
"1190","Los Angeles","Clothing",410,1984,70,82.6,2,11,6,102.3,35000,185090
"1191","Palo Alto","Electronics",373,1678,444,93.9,16,8,4,128.2,18000,366140
"1192","Palo Alto","Grocery",604,1500,321,93.5,22,5,5,123.5,24000,313180
"1193","Los Angeles","Grocery",426,2045,482,55.4,17,5,6,108,26000,316040
"1194","Palo Alto","Electronics",759,1552,177,62.3,27,15,7,95.6,48000,310070
"1195","Sacramento","Electronics",660,1526,474,77.9,10,2,5,85.2,14000,372660
"1196","Sacramento","Clothing",293,2526,253,89.1,28,4,5,122.5,20000,194260
"1197","Los Angeles","Grocery",636,2310,50,65.6,2,7,4,81.7,8000,233100
"1198","Palo Alto","Clothing",437,1940,262,94.2,6,6,6,105.3,33000,245220
"1199","Los Angeles","Clothing",379,2197,483,69.2,17,10,6,111.8,26000,336040
"1200","San Francisco","Electronics",505,2252,492,67.4,9,9,6,98.1,39000,351510
"1201","Los Angeles","Clothing",472,1270,377,58.3,23,12,4,74.2,14000,292960
"1202","San Francisco","Grocery",636,2546,204,63.7,20,11,7,96.7,43000,350540
"1203","Sacramento","Grocery",388,2479,177,56.3,19,15,5,95,17000,262930
"1204","San Francisco","Grocery",541,1628,417,86.4,16,11,6,121.5,37000,323790
"1205","Los Angeles","Clothing",707,2482,475,62.7,14,14,5,88.2,21000,458750
"1206","Sacramento","Grocery",364,2253,369,89.9,4,13,4,97.5,8000,266010
"1207","Los Angeles","Electronics",105,1770,436,73.6,12,6,4,92.9,12000,249840
"1208","Los Angeles","Grocery",485,1289,456,90.7,13,10,7,111,39000,383850
"1209","Los Angeles","Clothing",430,2602,187,90.3,23,11,5,80.8,24000,245780
"1210","Los Angeles","Grocery",485,2452,147,94.3,7,11,4,85.2,14000,230020
"1211","San Francisco","Electronics",563,1638,466,57.6,6,13,3,100.5,8000,407760
"1212","Sacramento","Clothing",620,2374,387,86.3,19,10,6,110.6,35000,398380
"1213","Los Angeles","Clothing",641,1304,206,55.5,9,13,4,100.3,6000,313880
"1214","Palo Alto","Grocery",396,2204,110,56.5,7,9,4,100.4,7000,181290
"1215","Los Angeles","Clothing",182,2285,474,93.9,13,9,5,83.4,21000,251790
"1216","San Francisco","Electronics",384,2142,176,64.5,30,13,3,91,9000,259440
"1217","Sacramento","Electronics",215,2513,204,72.9,8,12,8,94,49000,202550
"1218","San Francisco","Electronics",590,1258,53,71.1,21,13,5,91.6,16000,255810
"1219","San Francisco","Electronics",490,1794,340,67.8,26,9,4,91.3,13000,276110
"1220","Palo Alto","Electronics",601,2119,272,70.4,17,10,3,92.7,8000,314060
"1221","Sacramento","Grocery",596,1782,388,93.2,4,12,6,112.6,35000,335560
"1222","Los Angeles","Grocery",486,2129,254,61.1,9,11,7,122.2,41000,284700
"1223","Palo Alto","Grocery",535,2209,342,82.5,3,7,6,95.7,28000,344800
"1224","Los Angeles","Electronics",741,1699,54,72,28,7,5,92.6,31000,295530
"1225","Los Angeles","Clothing",581,2768,379,89,3,14,6,82.5,36000,403410
"1226","Los Angeles","Clothing",343,1738,360,85.8,3,4,4,110.3,10000,246350
"1227","San Francisco","Grocery",651,3627,494,91.2,5,8,4,99.5,16000,442980
"1228","Sacramento","Grocery",410,2930,436,67.6,4,6,5,92.3,26000,305590
"1229","Los Angeles","Clothing",380,1447,398,54.2,19,6,4,101.1,18000,321250
"1230","Palo Alto","Grocery",510,2084,446,72.7,12,7,7,63.5,40000,343830
"1231","Los Angeles","Electronics",540,1201,380,57.8,4,10,6,87.5,37000,340420
"1232","San Francisco","Clothing",317,1850,103,66.1,7,5,4,120.4,9000,204680
"1233","Sacramento","Electronics",637,1968,274,91.9,10,11,5,98.5,24000,383440
"1234","San Francisco","Electronics",141,3001,388,87.2,26,12,7,111.8,49000,249100
"1235","San Francisco","Grocery",266,2233,246,76.7,17,9,6,94.2,29000,175010
"1236","Palo Alto","Clothing",392,2403,321,51.7,2,8,7,116,45000,321570
"1237","Sacramento","Grocery",325,1852,129,91.9,14,16,8,113.8,47000,190990
"1238","Sacramento","Grocery",534,2040,187,84.3,15,11,7,79.4,38000,267740
"1239","Los Angeles","Clothing",545,1934,419,78.1,5,12,8,68.5,45000,321050
"1240","Sacramento","Grocery",669,2688,274,85,24,9,5,96.9,24000,389380
"1241","Sacramento","Grocery",725,852,170,94.8,16,9,4,112.6,12000,353160
"1242","Sacramento","Clothing",297,1845,51,59.6,24,8,5,80.4,22000,169200
"1243","Palo Alto","Clothing",571,2754,327,82.4,20,6,7,92.3,49000,297480
"1244","San Francisco","Grocery",469,1786,291,51.6,5,6,7,107.5,42000,274980
"1245","San Francisco","Clothing",400,1816,396,55.6,15,11,3,96,9000,294770
"1246","Los Angeles","Clothing",488,2186,136,91.5,2,9,3,94.2,7000,284760
"1247","Sacramento","Grocery",478,3157,214,94,19,8,5,69.5,25000,285660
"1248","Palo Alto","Grocery",654,1529,79,74.8,17,10,5,87.8,17000,273530
"1249","San Francisco","Electronics",483,1417,394,73,14,11,4,89,8000,336160
"1250","Los Angeles","Grocery",744,1204,78,61,16,14,4,82.8,16000,266550
"1251","Los Angeles","Electronics",690,2145,79,67.9,1,7,5,85.5,17000,280890
"1252","Sacramento","Grocery",454,1493,176,80.6,3,7,4,89.7,16000,303110
"1253","San Francisco","Grocery",353,2134,127,93.3,10,10,7,107.3,39000,266690
"1254","Palo Alto","Clothing",512,2140,328,58.1,6,13,4,97.2,5000,332630
"1255","San Francisco","Electronics",483,1851,252,69.4,19,10,6,114.7,33000,254690
"1256","San Francisco","Electronics",540,2272,250,93.7,4,12,5,108.5,32000,318630
"1257","San Francisco","Grocery",526,2204,289,75.9,20,8,7,102.7,41000,312320
"1258","San Francisco","Clothing",631,2311,106,62.5,9,11,4,84.9,11000,269530
"1259","Los Angeles","Electronics",582,2292,404,78.1,21,11,5,122.8,21000,374030
"1260","Palo Alto","Clothing",439,2993,60,64.6,1,8,7,112.6,35000,260200
"1261","Sacramento","Grocery",552,1884,138,54.3,25,14,5,96.8,22000,317950
"1262","Los Angeles","Electronics",348,1432,350,83,28,13,8,123.4,47000,328560
"1263","Sacramento","Electronics",216,1779,119,57.9,10,8,7,79.8,41000,161440
"1264","Palo Alto","Electronics",435,1832,129,56.1,2,6,3,110.2,9000,205130
"1265","San Francisco","Electronics",396,2335,465,92,15,10,5,94.1,28000,291440
"1266","Palo Alto","Grocery",552,2049,292,52.5,12,9,4,108.6,12000,294720
"1267","Palo Alto","Grocery",494,2841,436,76.8,22,8,6,89.2,33000,323330
"1268","Sacramento","Electronics",665,1809,225,61.9,19,13,4,112.1,8000,336820
"1269","San Francisco","Grocery",518,2203,319,92,20,13,3,108.2,6000,328630
"1270","Palo Alto","Clothing",384,1339,91,94.6,2,9,7,68.5,46000,255890
"1271","San Francisco","Grocery",241,2294,158,78.2,10,11,8,119.6,49000,147930
"1272","San Francisco","Clothing",300,2648,299,75,19,9,5,90.3,24000,243470
"1273","San Francisco","Grocery",446,1716,360,94.9,21,7,5,107.2,16000,269530
"1274","San Francisco","Electronics",499,1608,320,53.9,5,6,4,110,6000,315590
"1275","Los Angeles","Grocery",419,1220,310,87,12,12,7,60,38000,291090
"1276","Palo Alto","Grocery",641,1527,109,90.9,17,15,5,94,27000,341530
"1277","Palo Alto","Grocery",569,2166,135,55.7,20,10,4,91.3,13000,263570
"1278","Sacramento","Electronics",574,2169,162,81.5,27,9,4,86.8,7000,275550
"1279","Palo Alto","Grocery",667,1684,404,94.1,25,5,5,119.9,28000,395680
"1280","Sacramento","Clothing",278,1502,105,64.8,12,10,5,74.9,17000,225660
"1281","Palo Alto","Electronics",676,1868,133,73.1,19,10,4,82.2,12000,312100
"1282","Sacramento","Clothing",357,1140,104,51,11,15,4,127.3,16000,215320
"1283","Sacramento","Clothing",431,2609,269,68,7,3,4,75.8,20000,256470
"1284","San Francisco","Clothing",538,1465,201,70.6,28,8,5,79.5,16000,293080
"1285","Palo Alto","Grocery",534,2587,317,93.4,15,9,8,102.7,43000,374230
"1286","Los Angeles","Electronics",602,2123,354,93.1,30,14,3,90.6,5000,336040
"1287","Palo Alto","Electronics",676,2202,442,69.5,25,9,7,108.9,37000,392580
"1288","Palo Alto","Clothing",391,1691,154,58.9,20,9,7,105.7,40000,196040
"1289","Los Angeles","Grocery",873,2747,480,76,25,7,8,98.4,45000,496700
"1290","Palo Alto","Electronics",476,1730,461,72.7,25,8,5,79.9,19000,391790
"1291","Sacramento","Clothing",333,3262,143,78.2,27,10,5,113.8,25000,217360
"1292","Los Angeles","Electronics",524,2896,86,54.6,26,9,6,105.4,35000,210010
"1293","Los Angeles","Electronics",500,1434,499,86.2,11,8,5,116.5,27000,414830
"1294","Sacramento","Electronics",453,1400,375,72.9,23,13,8,111.6,47000,324670
"1295","San Francisco","Clothing",483,2131,310,58,15,6,8,129.5,44000,295090
"1296","Sacramento","Grocery",521,1815,154,91.1,27,7,3,103.5,9000,306610
"1297","Palo Alto","Electronics",566,998,204,92.1,21,8,6,89.1,32000,260380
"1298","Sacramento","Clothing",661,2032,318,87.4,7,9,4,102.2,12000,403480
"1299","Sacramento","Grocery",701,1627,175,76.9,28,6,6,82.5,37000,303430
"1300","San Francisco","Grocery",296,1791,250,51.9,14,14,3,105,8000,190560
"1301","Palo Alto","Electronics",788,2745,58,92.1,25,11,4,103.6,10000,327790
"1302","Los Angeles","Electronics",478,1297,117,84.5,27,9,7,116,46000,248990
"1303","Palo Alto","Grocery",488,3332,348,78.3,16,9,3,112.1,8000,275360
"1304","Palo Alto","Electronics",427,2612,325,64.9,14,10,6,80.6,24000,293290
"1305","Palo Alto","Electronics",784,1887,343,54.4,14,13,7,95.6,49000,425710
"1306","Palo Alto","Electronics",427,2164,467,68.6,8,10,7,99.8,44000,374750
"1307","Sacramento","Electronics",427,2352,171,66.8,26,16,5,112.4,34000,216520
"1308","Los Angeles","Clothing",555,2107,257,60.6,20,9,5,79.9,19000,305780
"1309","Los Angeles","Clothing",492,2135,362,64.6,29,15,7,112.2,31000,353790
"1310","San Francisco","Electronics",306,1963,431,75.8,8,8,7,115,36000,254490
"1311","Palo Alto","Electronics",282,2448,57,78.4,25,7,4,100.5,9000,188860
"1312","Sacramento","Clothing",281,1904,496,83.8,1,12,6,104,39000,328610
"1313","Los Angeles","Grocery",295,2807,238,57.3,20,10,7,108.9,38000,268490
"1314","San Francisco","Clothing",530,2589,373,90.3,22,13,8,104.5,46000,337710
"1315","San Francisco","Grocery",511,1924,374,52.2,8,6,7,106.1,46000,324620
"1316","Palo Alto","Clothing",540,1881,141,89.6,18,10,6,105.5,38000,260100
"1317","Los Angeles","Clothing",624,1912,422,77.6,16,10,5,86.1,23000,371930
"1318","Sacramento","Electronics",352,1918,172,87.4,12,12,6,120.9,35000,184820
"1319","Los Angeles","Grocery",295,1593,96,53.7,26,9,4,93.3,18000,187170
"1320","Los Angeles","Clothing",393,2040,94,78,10,11,5,87.7,17000,263140
"1321","Los Angeles","Clothing",374,1979,133,60.2,26,8,5,76.9,26000,255430
"1322","Los Angeles","Electronics",477,2073,401,91.8,15,10,6,105.7,40000,358800
"1323","San Francisco","Grocery",438,2057,248,62.4,27,11,3,97.2,6000,246090
"1324","Sacramento","Grocery",454,1842,233,69.3,29,12,6,95.6,27000,237850
"1325","Los Angeles","Grocery",485,2218,457,72.8,29,8,5,85.9,33000,391620
"1326","Palo Alto","Clothing",528,2446,340,81.2,11,11,3,104,6000,372490
"1327","Los Angeles","Clothing",480,912,109,56.2,23,4,6,110.3,44000,257210
"1328","San Francisco","Electronics",349,2164,448,74.6,7,10,5,100.4,20000,299640
"1329","Sacramento","Electronics",277,809,333,65.6,20,12,7,81.2,39000,229500
"1330","San Francisco","Grocery",485,2419,160,71,17,12,6,99.1,23000,259650
"1331","San Francisco","Grocery",425,1604,304,50.3,27,11,8,136.9,44000,276440
"1332","Palo Alto","Electronics",574,2141,93,80.4,24,7,4,101.8,19000,294510
"1333","Sacramento","Electronics",451,2695,187,65.6,25,7,5,98.7,17000,255810
"1334","Sacramento","Clothing",553,2384,81,92.8,15,6,8,107.1,49000,296580
"1335","Los Angeles","Grocery",485,1883,148,76.5,23,9,4,102.6,8000,237790
"1336","Los Angeles","Clothing",706,1509,168,93.5,24,12,6,68.2,35000,324150
"1337","Sacramento","Electronics",614,2946,350,93.2,4,14,5,94.2,20000,336640
"1338","Sacramento","Clothing",430,1970,188,72.5,10,9,4,100.2,18000,280110
"1339","Palo Alto","Grocery",323,1766,178,60.5,17,6,7,110.7,49000,236040
"1340","San Francisco","Grocery",558,1915,428,64.5,21,8,7,81,38000,346100
"1341","Sacramento","Electronics",414,1517,369,58.3,20,5,7,110.5,46000,307860
"1342","Los Angeles","Electronics",505,2619,481,55,2,12,4,124.3,18000,337430
